trip_distance,trip_duration,total_amount_real,total_amount_predicho
0.69,5.633333333333334,7.3,7.515699826850502
2.42,15.683333333333334,13.3,15.052129677075431
1.67,14.85,15.38,13.331687492252737
0.8,19.616666666666667,15.35,13.852801210835437
1.6,15.85,13.5,13.64423727852737
0.79,3.2666666666666666,7.56,6.657393777823223
1.2,11.166666666666666,10.3,10.865874764236782
0.98,6.816666666666666,8.05,8.558949226698456
2.1,22.716666666666665,20.15,17.561659081763725
2.56,13.2,13.8,14.214855764594962
1.6,12.683333333333334,10.3,12.254129534150522
4.1,14.95,18.95,17.764568549379387
0.1,6.583333333333333,6.8,6.86709432237754
1.17,2.8,6.3,7.138878802167958
4.0,11.783333333333331,14.8,16.19384422402186
2.08,12.883333333333333,12.75,13.208885401450011
0.5,3.3833333333333333,5.8,6.184820188824712
2.85,14.316666666666666,14.3,15.228839738245508
3.42,15.116666666666667,15.3,16.609539364204277
0.9,5.75,8.15,7.946209142755395
0.8,6.916666666666667,9.36,8.277737520229342
2.42,8.416666666666666,11.8,11.862198221558035
0.8,5.45,6.3,7.633898143886381
1.49,10.616666666666667,11.76,11.148223082952146
0.7,7.983333333333333,8.75,8.565367758407177
3.42,18.433333333333334,17.76,18.065494317525292
1.0,5.1,9.1,7.841487818311354
0.75,3.1666666666666665,5.3,6.54124900613484
2.82,10.25,12.3,13.389463765909458
2.2,15.15,15.35,14.420649789338675
0.3,2.9166666666666665,5.8,5.618729043481499
2.34,16.933333333333334,20.25,15.456363153492273
1.24,4.883333333333334,6.8,8.179854977523414
0.6,5.583333333333333,8.15,7.331195834319834
3.17,16.483333333333334,17.0,16.757939148799426
0.8,9.733333333333333,9.3,9.5142017770698
0.7,3.066666666666667,6.8,6.407042576348388
2.6,10.933333333333334,13.55,13.292077906275384
1.08,9.716666666666669,9.3,10.012611847266356
0.2,1.5666666666666669,4.3,4.8454875820033205
4.0,14.066666666666666,19.1,17.19618507128306
1.92,11.083333333333334,13.56,12.129732364550925
0.64,3.45,6.36,6.466948828395072
2.72,27.23333333333333,21.96,20.664214508718292
1.4,10.216666666666669,9.8,10.810075602885089
1.6,7.083333333333333,9.95,9.795833733568305
0.7,6.25,7.8,7.804466677274588
3.87,26.6,19.8,22.463283641120753
2.4,12.666666666666666,12.3,13.691745825446613
0.57,2.8,6.36,6.055179316283874
3.2,16.1,15.8,16.643847922458537
2.92,6.1,11.3,11.748307566101534
0.8,5.016666666666667,7.0,7.443672873603234
6.16,12.416666666666666,19.3,20.37318392207993
0.57,3.8333333333333335,7.54,6.508793422343688
2.1,13.516666666666667,14.76,13.523030266521516
0.62,3.2666666666666666,5.3,6.350345590156065
1.46,13.5,12.96,12.359767791695809
1.46,11.016666666666667,12.96,11.269630665842385
2.18,12.983333333333333,14.16,13.433400121726802
1.3,11.466666666666669,11.8,11.178185763105795
0.48,3.733333333333333,5.3,6.302340360164964
0.85,5.333333333333333,6.3,7.672991938531258
1.5,9.55,9.8,10.698037921891697
3.69,14.366666666666667,17.76,16.767968088131283
0.43,1.2,4.3,5.099945874173145
4.1,16.9,21.15,18.62058226565355
1.11,10.683333333333334,11.76,10.491145501422967
1.59,13.05,12.3,12.397027720138194
2.42,14.05,14.16,14.335126735238951
0.79,4.783333333333333,7.56,7.323182223814239
0.41,3.183333333333333,4.8,5.934468987349877
2.44,10.05,13.56,12.615324479590651
0.8,4.166666666666667,5.8,7.07053868958629
2.99,16.033333333333335,18.51,16.2352876762017
2.3,12.783333333333331,10.8,13.562343740311395
0.59,2.2666666666666666,4.8,5.8571792229007515
1.24,11.0,11.76,10.864957831135534
0.7,11.3,10.8,10.021322711728192
0.0,0.15,3.3,3.862364113347053
2.9,17.533333333333335,16.28,16.731204842760754
0.8,6.716666666666667,8.15,8.18994124163712
1.0,9.166666666666666,8.8,9.626678816353202
1.0,6.616666666666666,7.8,8.50727626430237
0.6,5.633333333333334,8.76,7.353144903967889
1.4,9.916666666666666,9.8,10.678381184996756
2.51,10.95,13.56,13.136839339942124
2.02,14.766666666666667,12.3,13.927263742938358
1.16,11.766666666666667,11.16,11.057016967621177
1.6,12.35,12.35,12.107802403163486
2.31,14.216666666666669,15.36,14.209612061653722
0.72,11.1,10.56,9.969649749332106
1.28,11.866666666666667,10.8,11.317655004094103
0.8,6.266666666666667,8.15,7.99239961480462
0.55,1.65,5.59,5.514227398182461
1.27,10.966666666666669,12.36,10.904510092331037
2.1,12.033333333333331,11.8,12.871874533629203
0.7,3.9,7.85,6.772860403815979
0.62,2.45,5.3,5.991844119237826
1.49,7.333333333333333,9.96,9.706900842729834
0.6,4.7,6.3,6.943428937204187
0.5,2.2666666666666666,6.35,5.694624300018139
1.33,8.066666666666666,10.8,9.739834001332227
1.71,7.266666666666667,11.0,10.074991894689925
1.76,15.466666666666669,14.76,13.764947607461366
3.8,22.48333333333333,20.75,20.529711966744372
1.7,8.483333333333333,10.3,10.59102426469454
2.1,13.266666666666667,14.05,13.413284918281239
0.5,3.433333333333333,6.35,6.206769258472767
2.04,14.983333333333333,11.8,14.058499694276069
2.01,7.3,11.16,10.63147435073067
2.8,28.683333333333334,20.3,21.445230793296446
1.4,8.716666666666667,10.0,10.151603513443423
2.0,12.216666666666669,14.15,12.771737874691393
1.86,10.216666666666669,10.8,11.64091187539622
0.91,4.2,7.56,7.283849641763743
1.96,26.5,20.76,18.96960880509364
1.2,8.25,9.0,9.585512368100211
2.01,18.916666666666668,21.39,15.730974865628898
3.3,19.48333333333333,16.3,18.30968488295764
1.09,7.183333333333334,7.8,8.918587309862946
0.9,7.733333333333333,9.96,8.816855572128262
2.0,9.216666666666669,11.75,11.454793695808064
1.06,5.466666666666667,9.49,8.110817610985503
0.73,3.95,6.36,6.84899444775824
1.47,9.933333333333334,9.3,10.812129148232584
1.0,11.566666666666666,9.8,10.680234159459864
0.97,8.633333333333333,7.8,9.338370432479739
1.69,17.7,12.8,14.618907778388035
3.22,23.15,17.8,19.774790059030497
0.93,3.983333333333333,6.8,7.224860322818305
0.9,15.216666666666669,10.8,12.101899662787236
1.1,7.916666666666667,8.3,9.258568656132494
0.51,1.1333333333333333,5.3,5.215173712760283
5.4,15.483333333333333,21.3,20.346707511707493
1.37,9.866666666666667,11.16,10.602247141054496
2.2,14.966666666666669,14.75,14.340169867295806
1.32,6.766666666666667,9.36,9.151096532384717
3.91,19.15,16.8,19.265118895952753
1.0,7.016666666666667,8.76,8.682868821486814
2.0,7.683333333333334,9.8,10.781688893267695
1.5,21.433333333333334,18.5,15.914600141579552
4.34,21.7,18.3,21.16117274622051
2.5,14.0,12.3,14.457670930375443
4.78,26.516666666666666,24.3,24.07031274529819
3.62,13.283333333333331,17.16,16.165973305736937
3.79,18.28333333333333,16.3,18.66792845820964
1.0,6.866666666666666,7.3,8.617021612542647
1.59,9.55,9.3,10.86059284477431
1.64,9.283333333333331,9.8,10.83383943047502
0.73,4.466666666666667,7.56,7.075801500788146
0.7,9.233333333333333,10.8,9.114094499608566
1.18,4.366666666666666,9.12,7.844677975905098
1.6,9.066666666666666,10.3,10.666480162941173
3.85,10.566666666666666,17.76,15.388825324448153
0.7,13.55,12.36,11.009030845890692
0.7,11.3,8.8,10.021322711728192
1.52,17.916666666666668,15.36,14.40697222586245
1.86,15.9,12.8,14.135789458725196
2.7,15.533333333333331,13.8,15.49200889487717
0.9,13.6,13.55,11.392213077500106
1.4,6.5,8.3,9.17852809237963
1.72,11.633333333333333,10.3,12.009938968718174
1.7,18.9,13.3,15.163747108039434
1.54,8.333333333333334,9.96,10.236190526181286
1.04,11.25,10.3,10.613470017414452
0.65,5.2,7.56,7.253227924175082
2.4,17.733333333333334,15.3,15.915918216449572
2.31,12.366666666666667,13.56,13.39749648467567
0.6,4.466666666666667,6.8,6.8409999455132615
4.1,16.016666666666666,18.96,18.232815368537903
2.0,16.883333333333333,16.6,14.820317708509904
2.97,22.05,15.8,18.840369074321575
1.3,9.083333333333334,8.8,10.131946776548485
0.7,3.5,5.3,6.597267846631536
0.7,6.866666666666666,8.16,8.075171869600606
2.0,8.9,11.75,11.315782921370378
2.2,15.5,14.3,14.574293276875064
1.2,6.616666666666666,10.55,8.868509426263731
2.39,18.08333333333333,17.16,16.05150004588789
4.3,10.266666666666667,16.3,16.069905520972885
2.3,23.98333333333333,21.35,18.478935341475825
1.9,14.266666666666667,11.3,13.491033149280987
1.14,7.266666666666667,9.13,9.045477383100046
0.97,6.55,7.8,8.423825863810759
0.75,4.95,9.51,7.324099156915485
2.14,19.28333333333333,17.76,16.12673626498952
6.1,18.3,23.75,22.847487835412718
3.47,26.616666666666667,18.8,21.748133673747382
3.1,20.23333333333333,19.0,18.277687765717108
0.6,10.3,9.95,9.401724737786402
3.62,22.05,18.3,20.014376850696
0.55,4.216666666666667,6.36,6.640946306782643
0.77,7.866666666666666,8.4,8.640584869248192
3.73,12.066666666666666,15.3,15.830557516713004
1.37,9.133333333333333,11.16,10.280327452883014
1.05,7.8,7.8,9.11704586979669
2.5,11.333333333333334,13.55,13.28705388247915
1.4,11.916666666666666,12.35,11.556343970918975
1.68,17.5,15.96,14.513049841697743
1.28,7.85,9.96,9.55441307570031
1.6,23.4,15.3,16.958546795383747
0.91,15.45,12.8,12.222390312576227
1.1,5.383333333333334,8.3,8.146482460631017
0.4,2.4833333333333334,4.8,5.609120354179032
0.4,3.25,6.63,5.945672755449216
1.1,7.066666666666666,9.68,8.88543447211555
1.98,19.73333333333333,17.88,16.03529136225293
4.8,16.183333333333334,17.8,19.570295000896188
0.5,4.65,5.8,6.7408632865754505
2.97,13.883333333333333,15.3,15.255354365139176
1.73,16.683333333333334,15.36,14.244856661269846
1.45,10.816666666666666,9.3,11.163772729152095
1.45,11.716666666666669,12.88,11.558855982817095
1.4,4.05,7.3,8.103023679624911
4.9,15.366666666666667,19.8,19.39241011095863
0.71,5.416666666666667,7.56,7.456710507905065
3.9,8.583333333333334,16.56,14.608487185565625
2.1,8.183333333333334,11.15,11.18179617072893
0.9,9.433333333333334,9.3,9.56312394016215
0.4,1.8333333333333333,4.8,5.323782448754311
1.7,8.183333333333334,11.15,10.459329846806208
1.74,9.716666666666669,9.3,11.20468128173885
0.65,3.933333333333333,8.19,6.697184826424343
4.0,16.166666666666668,17.8,18.11804599650139
2.34,15.733333333333333,12.8,14.929585481938943
1.9,11.783333333333331,11.3,12.400896023427563
1.5,14.283333333333331,12.8,12.775883181907616
1.5,5.566666666666666,8.97,8.94942870659661
0.38,3.1,4.8,5.843702230308914
5.6,21.4,24.3,23.305247248688755
0.52,3.95,4.8,6.469699627698811
0.9,17.016666666666666,12.3,12.892066170117232
2.4,16.133333333333333,15.95,15.213547987711795
0.97,6.416666666666667,8.5,8.365295011415945
0.6,8.35,9.35,8.545711021512238
2.07,13.383333333333333,13.56,13.410314439832497
1.33,8.633333333333333,9.96,9.988590124010187
0.9,10.666666666666666,11.0,10.104534324814185
1.4,14.9,11.3,12.865971793252953
1.1,8.866666666666667,11.6,9.675600979445548
3.66,18.83333333333333,18.8,18.674566669063367
1.12,13.783333333333331,10.3,11.870049477700473
1.65,12.8,11.33,12.395652320486324
1.06,6.683333333333334,8.76,8.644911639088185
3.7,24.766666666666666,18.8,21.35143623302489
0.9,5.2,8.8,7.704769376626784
1.8,18.133333333333333,14.3,15.00781128774993
3.0,15.766666666666667,13.8,16.13628762951014
1.5,8.866666666666667,11.0,10.398067303368272
2.36,9.016666666666667,10.8,12.01721710874629
1.6,8.583333333333334,10.3,10.454305823009971
1.94,17.5,14.3,14.982652952247513
1.2,16.416666666666668,11.8,13.17052707728261
3.28,19.016666666666666,18.96,18.06870358337965
1.5,10.25,11.8,11.005324896964474
4.31,17.15,20.16,19.109622433953255
5.1,13.883333333333333,20.0,19.102487540027678
3.15,26.433333333333334,22.56,21.089680692566333
0.8,6.6,7.9,8.138726745791658
0.55,2.6166666666666667,4.8,5.938576078044868
0.49,3.2333333333333334,5.3,6.100911321782477
4.2,18.83333333333333,16.8,19.649896206359042
5.96,12.7,23.76,20.13632882145755
3.55,26.7,20.3,21.929208721278684
3.0,8.65,14.75,13.012203382936907
1.05,11.416666666666666,9.3,10.70469524100604
3.75,7.933333333333334,13.8,14.052224408669883
2.12,11.483333333333333,14.12,12.666558083696728
1.5,13.366666666666667,14.0,12.373483571693267
1.25,6.766666666666667,8.76,9.02466492569824
0.71,5.4,8.16,7.449394151355713
1.93,9.466666666666669,12.36,11.438107437361865
0.83,12.25,11.62,10.673156590316133
1.3,8.7,10.88,9.96367057591339
0.8,5.316666666666666,7.55,7.575367291491566
0.8,7.633333333333334,8.3,8.592340851851471
1.8,16.133333333333333,14.75,14.129848501827713
1.58,7.45,8.8,9.92067026145791
1.9,10.183333333333334,11.75,11.69852579468979
1.12,7.55,10.12,9.13373212824289
2.75,13.7,16.56,14.77751796493881
2.9,8.25,11.8,12.655994244771783
0.7,6.866666666666666,6.8,8.075171869600606
1.04,4.566666666666666,8.16,7.679611041124367
2.4,12.216666666666669,11.8,13.494204198614117
2.3,15.05,12.8,14.557368231023247
1.26,12.433333333333334,10.8,11.53028781057593
0.7,5.716666666666667,8.3,7.570343267695329
1.5,6.916666666666667,9.0,9.542053587094106
1.2,28.03333333333333,20.75,18.270027592180835
5.0,28.433333333333334,21.8,25.309050226631143
